user,username,timestamp,post,permalink,reposts,likes,impressions,quotes,replies,bookmarks,value,report_file,date,time,relevance,anti RSF,pro RSF,anti SAF,pro SAF,"Pro peace,",anti peace,Pro War,anti war,pro civilian,anti civilians,not specified,no polarisation,Geopolticis,Sudanese,Not Sudanese,Sudanese N/A,Likely bot,Likely not a bot,Cannot be identified.,News,Not about Sudan,Annotation Confidence,code
احمد طيب,@ahmdtyb18,2023-06-29 04:01:25,@Rishanoshi11 انتي سودانية واحيك واشرف ما رات عيني في تويتر لنو شايف الاغلبية ضاض الجيش اوعرفتهم قحاطة لامن اتكلمو في الانصرافي هما خيفين من الجمعه حقت صرفة والله اصبرو سوف تشاهدو صرف زي الصرف,https://www.twitter.com/user/status/1674266799133663232,0,0,26,0,0,0,0.02,Report 2,2023-06-29,04:01:25,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1674266799133663232
تاج,@U7oCCsAs7OfcGrL,2023-12-29 06:40:35,فرحة القحاته ليست فرحه بل هي تعليمات لغرف ادارة الإعلام الحربي ف تأجيل لقاء الإيقاد حتي يتم تكثيف الترويج لظهور حميدتي وإعطاء امل أنه المخلص أو المهدي المنتظر الذي عبره يعم السلام علي الارض بعد معنات الناس وأنه بيده حل المشكلة عبر منبر الإيقاد وهنا نتسال,https://www.twitter.com/user/status/1740623832958824629,0,0,39,0,1,0,0.04,Report 5-1,2023-12-29,06:40:35,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8.0,1740623832958824629
Siniora 🔥,@Siniora_Benghaz,2023-04-15 15:42:42,شعب السوداني  ربي يحفظكم من مليشيات قطر و امريكا ويفك أسر الجيش المصري يارب 🤲 https://t.co/BqRBJn72mA,https://www.twitter.com/user/status/1647264191193964545,0,0,350,0,0,0,1.35,Report 1-1,2023-04-15,15:42:42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1647264191193964545
Hamza Hammoud 🇱🇧,@hamzahammoud11,2023-12-30 18:03:49,"@MTVLebanonNews خليكن انقلوا اخبار من الجيش الاسرائيلي 😂
طرب طرب 🎵",https://www.twitter.com/user/status/1741158159937306830,0,0,64,0,0,0,1.68,Report 5-3,2023-12-30,18:03:49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1741158159937306830
unknown,@nkash6391,2023-10-31 08:17:58,@Ahmed14Omer الجيش انسحب ليه واضح اتسلمت ماف اي غنايم لقوها الدعامة ، دة بيع واضح,https://www.twitter.com/user/status/1719267454394708305,0,1,75,0,1,0,0.09,Report 4-1,2023-10-31,08:17:58,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1719267454394708305
Mahmoud Mohamed 278,@278Mahmud,2023-04-15 22:11:34,@jwry_shry كلمة للكيزان لآ تثيروا غضب الجيش المصري 🤔🤨🤔,https://www.twitter.com/user/status/1647362051709304833,0,0,42,0,0,0,3.9,Report 1-3,2023-04-15,22:11:34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8.0,1647362051709304833
Wafaa Abdallah,@WafaaAb76913176,2023-08-29 17:20:05,"@w_akl لمعلوماتك  سب الجيش 
متل يللي سرق الأموال ومتل 
يللي فجر بيروت
بس هيك",https://www.twitter.com/user/status/1696573448925966503,0,0,42,0,0,0,0.0,Report 3-1,2023-08-29,17:20:05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1696573448925966503
hussain,@hussain_hamad0,2023-12-30 21:11:02,@ibnkurdistan4 يمعود معركة ودية ماعدكم شو خليهة سكته شفناكم بزمن داعش والقاعدة اول طلقتين وخابرتو لو الجيش لو الفرقة الذهبية الحگولنة شغلكم بس ترفعون اعلام بالمناطق التتحرر وتسوون مشاكل,https://www.twitter.com/user/status/1741205276374499534,0,0,9,0,0,0,0.01,Report 5-3,2023-12-30,21:11:02,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1741205276374499534
🇪🇬🇪🇬,@amr2288,2023-04-15 14:05:37,"@Esll7970Gladii الجيش اعلن سيطرته الكامله علي مطار مروى الجوى ..من عصابة الانقلاب ..
برجاء إزالة الخبر ...تحياتى ..",https://www.twitter.com/user/status/1647239759855509508,0,9,6596,0,1,0,1.91,Report 1-2,2023-04-15,14:05:37,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1647239759855509508
Saif 🇸🇩,@Saifalsheikh,2023-12-30 21:17:40,"حواضنكم شنو 
هو ابو قرون دا ولدكم و لمن خلى الدعم السريع ما قال خليتو 
قال انا تبتا الى الله 
😂😂😂😂😂😂😂😂 https://t.co/cPjtCxZUQ0",https://www.twitter.com/user/status/1741206943967142393,0,1,265,0,0,0,5.48,Report 5-3,2023-12-30,21:17:40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1741206943967142393
MOHAMED ELSHIKH,@elshikhmohdali,2023-12-30 12:13:04,@Mohamed_Faraah اذا الحيش قصف تموركو واذا الجيش وقف ساكتا تكوركو طيب الجيش دا يعنل شنو اذا الخونه ديل مندسين في الاحياء كيف يقدر يفرق بين الجاني والمجني عليه,https://www.twitter.com/user/status/1741069890897768782,0,0,4,0,0,0,0.03,Report 5-3,2023-12-30,12:13:04,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1741069890897768782
أبو علي,@aboallieng,2023-04-15 18:36:01,لو انتصر الجيش في هذه المعركة فلن يمض وقت طويل قبل ان يعود ليرتكب نفس الخطأ..,https://www.twitter.com/user/status/1647307809451659267,0,0,36,0,0,0,0.22,Report 1,2023-04-15,18:36:01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1647307809451659267
يو+324:329سف النعمة,@YousifAlneima,2023-08-29 08:30:45,"🔴 عاجل 🔴

البرهـان والرئيس المصري يجريان مباحثات في العلمين خلال أول زيارة خارجية له بعد حرب 15 أبريل.

#لا_للحرب_في_السودان 
#كلنا_ضد_الكيزان_والجنجويد",https://www.twitter.com/user/status/1696440237788971008,2,7,661,0,1,0,113.72,Report 3-2,2023-08-29,08:30:45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696440237788971008
عبد الرحمن طه 🇸🇦🇸🇩🇦🇪,@assassinsxol,2023-12-29 19:37:16,@sudanifull @zan_ezz نمشي ورا اي شي المهم ضد الجنجويد وضد الدعم السريع لي اخر نفس,https://www.twitter.com/user/status/1740819290482417985,0,2,48,0,1,0,0.22,Report 5,2023-12-29,19:37:16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1740819290482417985
ehabmergo,@ehabmergawy,2023-08-30 17:12:00,"@LoayAlkhteeb صح كله ف بطن الجيش يا اهبل ده اعتراف
حبيت تصدرها اهي ردت ف ط...",https://www.twitter.com/user/status/1696933800624742796,0,0,4,0,0,0,0.04,Report 3,2023-08-30,17:12:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1696933800624742796
وكالة عراق 24 الإخبارية,@iraq24agency,2023-08-30 18:36:14,"البرهان يلتقي السيسي في أول زيارة خارجية له منذ بدء الحرب

 https://t.co/52nN4eukdx https://t.co/CG5AtHSmoO",https://www.twitter.com/user/status/1696955001812431007,0,0,14,0,0,0,0.15,Report 3,2023-08-30,18:36:14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696955001812431007
Elnour Hamad,@HamadElnou76746,2023-10-31 20:48:16,لقد اضحت تصرفات الفريق البرهان مجرد ردود أفعال لما يصله مما يقال عنه من جانب الفلول، ومن جانب الشعب. لقد فقد البوصلة تماما. فها هو الآن يقف  عاريا من كل شرف أو كرامة على حافة الهاوية. ولا تحسبن الله غافلا عما يعمل الظالمون.,https://www.twitter.com/user/status/1719456272695624031,9,29,2120,1,1,0,9.1,Report 4-3,2023-10-31,20:48:16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1719456272695624031
Odai Mo,@OdaiIMo,2023-06-28 08:53:49,@dr92semos @MoeAlBashir بلدك منتهيه بي سبب البرهان والقاعدين تلاتين سنه وسبب الحاصل، الجنجويد ما جو براهم ، الصنعوهو بي يدهم يضوقوهو والشعب براهو بدافع عن عرضو وكان مات بموت شهداء لكن ادخل مع جيش ظالم بقاتل في ناس جابهم عشان يظلم بيهم الشعب وبقت ليهو حاره ودايرني اقيف معاه، اللهم اضرب الظالمين بالظالمين,https://www.twitter.com/user/status/1673977992400306178,0,4,201,0,1,0,0.15,Report 2-1,2023-06-28,08:53:49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1673977992400306178
Jumana,@Jumanaa_Mutasim,2023-06-27 20:58:12,معقولة الجيش دا كلو مافيهو راجل كدا ود حلال يفدينا يريحنا من برهان دا ؟؟؟؟؟,https://www.twitter.com/user/status/1673797902257250311,0,7,2722,2,2,1,36.59,Report 2-2,2023-06-27,20:58:12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1673797902257250311
Adam,@sBQHeDJCzu7STQr,2023-04-15 21:25:38,"@Columbuos الموضوع شائك
الجيش السوداني يحمي بقايا الاخوان في السودان والدليل على هذا لم تتم محاكمة اي من رموز النظام السابق ولا اي عسكري قتل ثائر. 
الدعم السريع ضد الاخوان المسلمين وبقائه يعتمد على زوالهم. 
ستجد بعض دول المنطقة ايضا تكره الاخوان المسلمين وتدعم الدعم السريع سرا.",https://www.twitter.com/user/status/1647350494245920774,0,0,277,0,0,0,0.07,Report 1-3,2023-04-15,21:25:38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1647350494245920774
تغريد خارج السرب(مخلل سياسي ليبي-متابع غيرتابع),@mustafa57553765,2023-08-30 15:02:25,"#يا رونالدو مش قلتوا وقالوا الجيش ما له علاقة بالشأن السياسي ..كيف صار؟   الناس لولة تقول :  "" كلام الليل مدهون بالزبدة اول ما تطلع عليه الشمس يـسـيـح ! https://t.co/a0qIzbzVKL",https://www.twitter.com/user/status/1696901191110693324,0,0,86,0,0,0,2.85,Report 3,2023-08-30,15:02:25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,1696901191110693324
jermaine,@omersh3roon,2023-08-28 23:23:31,"-اكيد الحرب انتهت يعني 
-البرهان jr : باقي قليل من الجيوب وحرب المدن تحتاج للصبر https://t.co/R4AdA9Ky2D",https://www.twitter.com/user/status/1696302522825089046,0,6,731,0,1,0,4.29,Report 3-2,2023-08-28,23:23:31,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,7.0,1696302522825089046
Igbal Abdu,@Igbal88321Abdu,2023-12-29 11:02:52,@zaki_m80 الراجل دا أرعب حميدتي و أخرجة من جحره.,https://www.twitter.com/user/status/1740689836498182452,0,0,167,0,0,0,0.01,Report 5-1,2023-12-29,11:02:52,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1740689836498182452
ابو احمد,@nsoragahm,2023-10-31 23:04:49,"@AbdelgabarI قول ليك اسيادك الجنجويد الذين يدفعون لك قول لهم اخرجوا من غرف نوم النسوان بعدها لو في طلق واحدة سمعت صوتها يكون ديل الكيزان لكن طيلة من اسيادك الجنجويد داخل البيوت صدقني سلام مافي حتى لو البرهان رقد ليكم 
نحن نقاتل اسيادك لأنهم داخل بيوتنا لا يهمنا اتفاق  ولا بطيخ",https://www.twitter.com/user/status/1719490638935167016,0,0,25,0,0,0,0.17,Report 4-3,2023-10-31,23:04:49,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1719490638935167016
M.Omer,@benomern,2023-08-29 09:43:57,"امثلة: كونو الدعم السريع، ساعدوهو في قتل العزل في فض الاعتصام، شاركوهو في انقلاب البرهان
الان هم بحاولو يحشدو الدعم باسم الجيش والدولة لحرب داخلية بين مجرمين من النظام السابق
ولسع بشجعو بقوة سياسة تكوين المليشيات وفرق القتل والارهاب خارج القانون والشرعية",https://www.twitter.com/user/status/1696458656412295260,0,0,25,0,0,0,0.07,Report 3-2,2023-08-29,09:43:57,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1696458656412295260
الشبكة العربية للأخبار,@C9vo6u3tHIZ17wi,2023-08-29 21:34:29,"مجلس السيادة السوداني يعلن عودة #البرهان إلى #بورتسودان بعد زيارته لـ #مصر 
•البرهان يقترح تشكيل #حكومة وطنية تحظى بموافقة القوى السياسية بالسودان و يسعى للحصول على تأييد للمرحلة الانتقالية التي يتم التشاور بشأنها، الفترة الانتقالية بالسودان  تتراوح من 9 إلى 18 شهرا https://t.co/oCZsJSjBJr",https://www.twitter.com/user/status/1696637469423223281,0,0,57,0,0,0,5.43,Report 3-1,2023-08-29,21:34:29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696637469423223281
الاحداث السودانية,@SudanUrgentNews,2023-06-29 07:28:20,ضربات جوية تهز أجزاء من #الخرطوم والبعثة الأممية تتهم #الجيش_السوداني بارتكاب انتهاكات مختلفة,https://www.twitter.com/user/status/1674318870969040896,0,1,409,0,0,0,79.93,Report 2,2023-06-29,07:28:20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1674318870969040896
Mahi,@Mahi87795906,2023-10-31 01:29:45,@AbazarHassan الكيزان و الجنجويد لا ضمان لهم. انت نسيت الدعم السريع من رحم القوات المسلحه؟,https://www.twitter.com/user/status/1719164725823488034,0,1,26,0,0,0,0.02,Report 4-1,2023-10-31,01:29:45,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1719164725823488034
اسامه البشير,@OsamaHussain6,2023-04-15 14:41:02,"اسرى من الجيش السوداني والمصري في قبضة الجنجويد بقاعدة مروي ...
#جنجويد_رباطة 
#السودان 
#اللهم_احفظ_السودان https://t.co/zzZsRn5EDH",https://www.twitter.com/user/status/1647248672688676864,2,1,836,0,0,0,0.73,Report 1-2,2023-04-15,14:41:02,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.0,1647248672688676864
𝓗𝓪𝓼𝓱𝓲𝓶 𝓐𝓼𝓱𝓻𝓮𝓮𝓯 ♚ 🖤249𓅔,@HashimAlshreef2,2023-08-29 19:33:52,"*عاااااااااااجل* ⭕⭕
الآن 
اجتماع طارئ بين حميدتي.. والرئيس المصري حسني مبارك.

 كيتاً في البرهان والسيسي 🥴",https://www.twitter.com/user/status/1696607117879218220,0,0,52,0,0,0,0.35,Report 3-1,2023-08-29,19:33:52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1696607117879218220
Alahdath 24 الأحداث٢٤,@alahdath24,2023-08-30 14:21:20,الأحداث - قائد الجيش: التراجع ليس واردًا في قاموسنا https://t.co/S5mHXEoKoM,https://www.twitter.com/user/status/1696890851987718569,0,0,31,0,0,0,58.83,Report 3,2023-08-30,14:21:20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696890851987718569
GüTïBå||الهـولندي🇸🇩🔥,@G_Abdalkreem,2023-04-15 21:50:26,انتي لامن تعرفي الدعم السريع العملو في الغرب ح تعرفي تنحاذي وين https://t.co/TywqzS1iZT,https://www.twitter.com/user/status/1647356734803959811,0,0,110,0,0,0,0.26,Report 1-3,2023-04-15,21:50:26,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1647356734803959811
سلامي,@lOYd1dm07p8DzGV,2023-04-15 23:02:06,"@badawi_alawlqi بالعكس مصر والإمارات مع البرهان
لكن تنظيم الاخونج لازم يمارس هوايته",https://www.twitter.com/user/status/1647374769950449664,0,0,81,0,0,0,0.29,Report 1-3,2023-04-15,23:02:06,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1647374769950449664
Moefeat,@Moefeat1,2023-06-30 07:45:09,"@krisha_tokar اما مااحدثك به في شأن الثلاثة الذين ستنفر لاجلهم اسفيريا احداهم بغي وانت شاهدعلي اغتصابها في القيادة واما الذي يسقي ربه خمرا فهو البرهان لكرتي وانت ياعزيزي المواطن ستاكل الطيرمن راسك وقضي الامر الذي فيه استفتيت
فنفرة جند الباطل وان جندتم لها الشيطان ستهزم لان سنته ماضية",https://www.twitter.com/user/status/1674685491508068353,0,0,2,0,0,0,0.09,Report 2-3,2023-06-30,07:45:09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,7.0,1674685491508068353
صحيفة الخليج,@alkhaleej,2023-04-15 18:11:54,"#فيديو | الدخان يتصاعد من مناطق عدة في #الخرطوم بعد  قصف الجيش السوداني مواقع لقوات ""الدعم السريع""

https://t.co/vTMg4xaKY4

#صحيفة_الخليج https://t.co/vb0Ux4xcJM",https://www.twitter.com/user/status/1647301737714253825,3,9,3328,1,4,0,1964.24,Report 1,2023-04-15,18:11:54,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1647301737714253825
مستر بلوغر,@blughar281654,2023-06-29 15:32:33,@krisha_tokar امدرمان اكبر منافذ الدعم السريع للامداد الزخير,https://www.twitter.com/user/status/1674440727261065218,0,0,1881,1,1,0,0.11,Report 2,2023-06-29,15:32:33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,1674440727261065218
بدر بن سلطان,@allh_khdmat,2023-04-15 19:49:10,"*اسقاط🚐-*
*اسقاط السيارات من المرور 
اسقاط السيارات من المرور
https://t.co/dYkz9y0yAy

#حميدتي",https://www.twitter.com/user/status/1647326217689784320,0,0,9,0,0,0,1.01,Report 1,2023-04-15,19:49:10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,7.0,1647326217689784320
bukhari bashir,@bukharibashir5,2023-08-30 00:18:37,كذبوا وقالوا إن البرهان اذا ذهب في أي رحلة خارجية فإنه لن يعود.. الزيارة انتهت، وتمت وحققت أهدافها.. فكانت أم الدنيا الاولي التي نالت اهتمام القيادة السودانية، رجع البرهان الي بورتسودان بعد ساعات الرحلة المحسوبة .. ولا يزالوا يكذبون. https://t.co/0IK2Ageo2S,https://www.twitter.com/user/status/1696678774811558185,0,1,51,0,0,0,0.03,Report 3-1,2023-08-30,00:18:37,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1696678774811558185
